编码,名称,总价,单价,产权信息,建筑面积,户型结构,建筑类型,建筑结构,装修,梯户比,供暖,电梯,区域,具体区域,厅,厨,卫,楼层类型,总层数,东,南,西,北,东南,东北,西南,西北,室
813,店长推荐 北京山语城 顶层复式 精装修 诚心出售,750,47111,0,159.2,1,0,0,1,1,1,2,1,18,3,1,3,3,6,0,1,0,1,0,0,0,0,4
814,联排别墅，没有装修过可以随意装修,1299,35217,0,368.86,1,4,3,3,1,2,0,1,18,3,1,4,4,3,0,1,0,1,0,0,0,0,5
815,南宫雅苑二期顶层大平南北三居室业主诚心出售,480,29935,0,160.35,1,0,1,1,0.333333333,0,1,1,18,1,1,2,3,6,0,1,0,1,0,0,0,0,3
816,心推荐--燕西华府的下叠别墅，位置好，诚意出售,1050,43005,0,244.16,1,4,0,3,0.25,1,2,1,18,2,1,3,4,4,0,1,0,1,0,0,0,0,4
817,联排别墅 东边户型 满五年唯一 诚心出售,890,49218,0,180.83,1,4,0,0,0.333333333,1,0,1,18,2,1,3,4,3,0,1,0,1,0,0,0,0,3
818,臻心推荐--领秀*翠墅好位置、好楼层、好装修、好房,920,40545,0,226.91,0,0,0,0,1,1,0,1,18,2,1,3,0,4,0,1,0,1,0,0,0,0,4
819,园博嘉园小区，南北向三居室，带电梯,635,46906,0,135.38,0,0,0,2,1,0,0,1,18,2,1,2,2,18,0,1,0,1,0,0,0,0,3
820,领秀翡翠山--大复式，换房诚意出售,950,44660,0,212.72,1,0,0,1,0.25,1,0,1,18,3,1,3,3,4,0,1,0,1,0,0,0,0,5
821,汤泉墅 正规一居室 满五唯一 好位置,220,42480,0,51.79,0,0,1,0,1,0,0,1,18,1,1,1,1,6,0,1,0,1,0,0,0,0,1
822,珠光逸景一期 2室1厅 南 北,285,37789,0,75.42,1,0,0,2,0.5,0,2,1,18,1,1,1,3,6,0,1,0,1,0,0,0,0,2
823,三阳开泰户型，明卫，电梯厅外有多功能间，有地下室,580,41760,0,138.89,0,4,0,0,0.5,2,2,1,18,2,1,2,0,5,1,1,0,1,0,0,0,0,3
824,领秀*翠墅 一层 采光好 通透大户型,835,56086,0,148.88,0,0,0,3,0.5,1,0,1,18,2,1,2,4,6,1,0,1,0,0,0,0,0,3
825,格局方方正正  六层的板楼  看房方便,199,28758,0,69.2,0,0,1,2,0.25,0,1,1,18,1,1,1,3,6,1,1,1,0,0,0,0,0,3
826,珠光逸景二期 3室1厅 南 北,309,34495,0,89.58,0,0,0,1,0.5,0,0,1,18,1,1,1,4,4,0,1,0,1,0,0,0,0,3
827,本房南北通透，通风效果好，居住舒服。,467,37894,0,123.24,0,0,0,1,0.5,0,0,1,18,1,1,2,4,6,0,1,0,1,0,0,0,0,3
828,长馨园 南北通透 高楼板楼 带电梯,245,34338,0,71.35,0,2,0,3,1,1,0,1,18,1,1,1,0,16,0,1,0,1,0,0,0,0,2
829,园博嘉园西区 南北通透三居室 满两年诚心出售,650,46559,0,139.61,0,0,0,3,0.5,0,0,1,18,2,1,2,1,14,0,1,0,1,0,0,0,0,3
830,一天没住过的次新房，诚意出售，随时可看房,590,48544,0,121.54,0,0,0,0,0.5,0,0,1,18,2,1,2,1,6,0,1,0,1,0,0,0,0,3
831,园博府 科技住宅 物业管理好 高品质 南北通透户型,768,54865,0,139.98,0,0,0,0,1,0,0,1,18,2,1,2,2,18,0,1,0,1,0,0,0,0,3
832,园博嘉园 南北通透中楼层两居室 诚心出售,455,50595,0,89.93,0,2,0,1,0.5,0,0,1,18,2,1,1,0,15,0,1,0,1,0,0,0,0,2
833,满五年唯一，低楼层，精装修，采光充足,265,39814,0,66.56,0,0,1,0,0.333333333,0,1,1,18,1,1,1,1,6,0,1,0,1,0,0,0,0,3
834,中体奥林匹克花园一期 2室2厅 南 北,405,39792,0,101.78,1,0,0,1,0.5,1,1,1,18,2,1,2,3,6,0,1,0,1,0,0,0,0,2
835,2006年板楼，温泉入户，优质复式，随时签约,389,32534,1,119.57,1,0,1,1,0.25,0,1,1,18,2,1,2,3,6,0,1,0,1,0,0,0,0,3
836,臻心推荐--别墅区里的洋房，地下室楼层3.1米，敞亮,949,53921,0,176,1,0,0,0,0.5,1,0,1,18,2,1,3,4,4,0,1,1,1,0,0,0,0,5
837,杜家坎小区南北通透两居室户型方正,197,33849,0,58.2,0,0,1,1,0.5,0,1,1,18,1,1,1,2,6,0,1,0,1,0,0,0,0,2
838,丰台区商品房大三居，南北通透，采光充足,335,33608,0,99.68,0,0,0,2,0.5,0,1,1,18,1,1,1,3,6,0,1,0,1,0,0,0,0,3
839,燕西华府平层3居室 业主自住精装修 满2年,620,44640,0,138.89,0,4,0,0,0.5,2,2,1,18,2,1,2,0,5,0,1,0,1,0,0,0,0,3
840,丰台区 东山坡一里  两居室 业主诚心出售,199,34730,0,57.3,0,0,1,1,0.25,0,1,1,18,1,1,1,3,6,0,0,0,0,1,0,0,0,2
841,正规两居室 满五年唯一  南北通透诚心出售,155,24352,0,63.65,0,0,1,0,0.5,2,1,1,18,1,1,1,1,6,1,1,0,1,0,0,0,0,2
842,花园洋房 环境优美 人车分流   业主诚售！,317,34416,0,92.11,0,0,0,0,1,0,0,1,18,1,1,1,4,7,0,1,0,1,0,0,0,0,3
843,楼层好，满五年唯一，小区安静，方便老人小孩上下楼,220,36728,1,59.9,0,0,1,1,0.5,0,1,1,18,1,1,1,1,6,1,0,0,1,0,0,0,0,2
844,燕西华府 有68.4平的花园 下跃户型 毛坯 地下有采光井,890,31916,0,278.86,1,4,3,3,1,0,0,1,18,2,1,3,4,6,0,1,0,1,0,0,0,0,4
845,建设二里 2室1厅 南,170,31523,0,53.93,0,4,1,2,0.5,2,2,1,18,1,1,1,2,6,0,1,0,0,0,0,0,0,2
846,张郭庄小区 2室1厅 南 北,300,38601,0,77.72,0,4,1,2,0.5,0,1,1,18,1,1,1,4,6,0,1,0,1,0,0,0,0,2
847,汤泉墅 上跃户型 三居 满五唯一,313,35772,0,87.5,1,0,1,0,0.5,0,1,1,18,1,1,1,3,6,0,1,0,1,0,0,0,0,3
848,张郭庄小区 精装修  低楼层  南北通透两居,280,43411,0,64.5,0,4,1,0,1,2,1,1,18,1,1,1,1,6,0,1,0,1,0,0,0,0,2
849,长辛店东山坡二里16号楼满五唯一住房精装修业主诚心卖,225,35653,0,63.11,0,0,1,0,0.333333333,2,2,1,18,1,1,1,3,4,0,1,0,1,0,0,0,0,3
850,珠江御景三居室全明格局南北通透楼层好视野佳,465,33456,0,138.99,0,4,1,0,0.5,0,2,1,18,2,1,2,3,6,0,1,0,1,0,0,0,0,3
851,永兴里 满五唯一，南北通透，明厨明卫，全明格局,275,30549,0,90.02,0,0,1,1,0.25,2,1,1,18,1,1,1,2,6,0,1,0,1,,,,,
