id ,title,price, unit price,Property information,floor area,House structure,Building Type,Architectural structure,Interior design,ladder ratio,heating,elevator,District,Specific area,hall,kitchen,toilet,Floor type,total floors,east,south,west,north,east-south,east-north,west-south,west-north,room,Longtitude,Latitude,PublishTime,imgUrl,collected,saled
1592,"The location of the building is good (the middle position is not facing the street), and the floor is good (the middle floor)",110,34745,non_co_ownership,31.66,no_data_yet,tower,steel_concrete_structure,simple_decoration,0.214285714,central_heating,elevator,Mentougou,Mentougou_others,0,0,0,middle_floor,20,no,no,no,north,no,no,no,no,2,116.8775672,40.78203833,None,None,FALSE,FALSE
1593,Appointment to Sino-Ocean Xintiandi in advance for viewing of the well-decorated house for rent,165,26795,non_co_ownership,61.58,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.043478261,central_heating,no,Mentougou,Mentougou_others,0,0,0,high_floor,18,east,no,no,no,no,no,no,no,3,115.2962267,40.3193321,None,None,FALSE,FALSE
1594,China Resources Yuejingwan South-facing refined decoration high-floor flat high-quality housing,180,30644,non_co_ownership,58.74,no_data_yet,tower,steel_concrete_structure,others,0.214285714,central_heating,elevator,Mentougou,Mentougou_others,0,0,0,middle_floor,20,no,south,no,no,no,no,no,no,3,115.6597505,39.2136443,None,None,FALSE,FALSE
1595,"This house in Yuanyang Xintiandi is decorated, the developer has unified decoration standards, and it is convenient to see the house.",199,27250,non_co_ownership,73.03,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.043478261,central_heating,no,Mentougou,Mentougou_others,0,0,0,high_floor,18,no,no,no,no,southeast,no,no,no,3,115.4989374,40.77013951,None,None,FALSE,FALSE
1596,China Railway Construction Wutonghui 1 room 1 hall north,140,28335,non_co_ownership,49.41,flat_floor,tower,steel_concrete_structure,hardcover,0.272727273,central_heating,elevator,Mentougou,Mentougou_others,0,0,0,middle_floor,25,no,no,no,north,no,no,no,no,2,115.6689431,39.27269958,None,None,FALSE,FALSE
1597,"Large apartment, well-decorated, plenty of light, and wide field of vision",290,32472,non_co_ownership,89.31,no_data_yet,No_data_yet,steel_concrete_structure,hardcover,0.285714286,no_data_yet,elevator,Mentougou,Mentougou_others,0,0,0,middle_floor,13,east,no,no,no,no,no,no,no,3,115.1397639,39.03589041,None,None,FALSE,FALSE
1598,West Chang'an No. 1 South-facing fine-decorated high-quality housing,220,31889,non_co_ownership,68.99,no_data_yet,tower,steel_concrete_structure,others,0.25,central_heating,elevator,Mentougou,Mentougou_others,0,0,0,middle_floor,17,east,south,no,no,no,no,no,no,3,115.6725902,39.7601863,None,None,FALSE,FALSE
1599,"West Chang'an No. 1 House is well-decorated, clean and tidy, with 24 hours security",110,25683,non_co_ownership,42.83,no_data_yet,banta_combination,steel_concrete_structure,others,0.19047619,central_heating,elevator,Mentougou,Mentougou_others,0,0,0,low_floor,17,no,no,west,no,no,no,no,no,2,116.0951488,39.27129102,None,None,FALSE,FALSE
1600,"China Railway Construction Wutonghui This room is decorated and has a square layout, suitable for office work.",179,22342,non_co_ownership,80.12,flat_floor,banta_combination,steel_concrete_structure,others,0.272727273,central_heating,elevator,Mentougou,Mentougou_others,0,0,0,high_floor,25,east,no,west,north,no,no,no,no,3,116.5206488,39.39133314,None,None,FALSE,FALSE
1601,"Sino-Ocean Xintiandi, fine decoration, 50-year property rights, Sino-Ocean property.",145,23294,co_ownership,62.25,no_data_yet,tower,steel_concrete_structure,others,0.235294118,central_heating,elevator,Mentougou,Mentougou_others,0,0,0,low_floor,18,no,no,west,no,no,no,no,no,3,116.2101999,40.95960667,None,None,FALSE,FALSE
1602,Sino-Ocean Xintiandi has convenient transportation and complete surrounding facilities,106,24744,non_co_ownership,42.84,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.043478261,central_heating,no,Mentougou,Mentougou_others,0,0,0,high_floor,18,no,no,no,north,no,no,no,no,2,115.0602589,39.76057322,None,None,FALSE,FALSE
1603,"The house is well-decorated, clean and tidy, with 24 hours security",230,33339,non_co_ownership,68.99,no_data_yet,tower,steel_concrete_structure,others,0.25,central_heating,elevator,Mentougou,Mentougou_others,0,0,0,middle_floor,17,no,no,no,no,no,no,southwest,no,3,115.0861697,39.70414321,None,None,FALSE,FALSE
1604,West Chang'an No. 1 Room 1 Hall West,108,28082,non_co_ownership,38.46,no_data_yet,No_data_yet,unknown_structure,others,0.222222222,no_data_yet,elevator,Mentougou,Mentougou_others,0,0,0,middle_floor,10,no,no,west,no,no,no,no,no,2,116.2337765,39.62880918,None,None,FALSE,FALSE
1605,Takiyue Chang'an Oxford Garden high-rise view three-bedroom apartment,720,51436,co_ownership,139.98,no_data_yet,Banlou,steel_concrete_structure,others,1,central_heating,elevator,Mentougou,Mentougou_others,2,1,2,middle_floor,27,no,south,no,north,no,no,no,no,3,115.0240336,40.66238024,None,None,FALSE,FALSE
1606,"China Resources Yuejingwan closed management, comfortable environment, butler service",217,40111,non_co_ownership,54.1,no_data_yet,tower,steel_concrete_structure,rough,0.214285714,central_heating,elevator,Mentougou,Mentougou_others,0,0,0,middle_floor,20,no,no,west,no,no,no,no,no,4,116.0357646,40.68763498,None,None,FALSE,FALSE
1607,"Wutonghui northeast facing, elevator room, middle floor, fine decoration 50-year property rights",210,27672,non_co_ownership,75.89,flat_floor,tower,steel_concrete_structure,hardcover,0.272727273,central_heating,elevator,Mentougou,Mentougou_others,0,0,0,middle_floor,26,no,no,no,no,no,northeast,no,no,3,115.6412879,39.45890547,None,None,FALSE,FALSE
1608,Hardcover homeowners sincerely sell vacant rooms for viewing at any time,159,25821,non_co_ownership,61.58,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.043478261,central_heating,no,Mentougou,Mentougou_others,0,0,0,middle_floor,18,no,no,west,no,no,no,no,no,3,115.8802544,39.16589277,None,None,FALSE,FALSE
1609,Ocean Xintiandi 2 Room 1 Hall East,171,27765,co_ownership,61.59,no_data_yet,tower,steel_concrete_structure,hardcover,0.058823529,central_heating,no_data_yet,Mentougou,Mentougou_others,0,0,0,middle_floor,23,east,no,no,no,no,no,no,no,3,115.3380252,39.62535732,None,None,FALSE,FALSE
1610,Ocean Xintiandi 1 Room 1 Hall South,180,85067,non_co_ownership,21.16,no_data_yet,tower,steel_concrete_structure,simple_decoration,0.058823529,central_heating,no_data_yet,Mentougou,Mentougou_others,0,0,0,bottom_floor,18,no,south,no,no,no,no,no,no,2,115.0066777,40.35675235,None,None,FALSE,FALSE
1611,Takiyue Chang'an Oxford Garden has been dismissed and diverted,675,46028,non_co_ownership,146.65,no_data_yet,Banlou,steel_concrete_structure,simple_decoration,0.5,central_heating,elevator,Mentougou,Mentougou_others,2,1,2,low_floor,15,no,south,no,north,no,no,no,no,3,116.8737325,40.64718274,None,None,FALSE,FALSE
1612,Owners of renovated shops are sincerely selling prices and can talk,380,89623,non_co_ownership,42.4,no_data_yet,tower,steel_concrete_structure,simple_decoration,0.045454545,central_heating,no_data_yet,Mentougou,Mentougou_others,0,0,0,bottom_floor,18,no,south,no,no,no,no,no,no,2,116.0019322,40.95268548,None,None,FALSE,FALSE
1613,"China Railway Construction Wutonghui This room is decorated, square layout, suitable for office",120,24170,non_co_ownership,49.65,flat_floor,banta_combination,steel_concrete_structure,others,0.272727273,central_heating,elevator,Mentougou,Mentougou_others,0,0,0,high_floor,25,no,no,no,north,no,no,no,no,1,115.9008806,39.43916398,None,None,FALSE,FALSE
1614,"Oriental Sun City finely decorated townhouse, with elevator, check-in with bags!",1188,44555,co_ownership,266.64,duplex,No_data_yet,mixed_structure,hardcover,0.090909091,central_heating,no,Shunyi,Shunyi_others,2,1,4,bottom_floor,3,no,south,no,north,no,no,no,no,6,116.6628711,39.04935194,None,None,FALSE,FALSE
1615,"The two-story sky villa is suitable for two generations to live in, with wide spacing between buildings and elevators.",695,30120,non_co_ownership,230.75,duplex,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,top_floor,4,no,south,no,north,no,no,no,no,5,115.3084588,39.25508866,None,None,FALSE,FALSE
1616,"Four bedrooms and two halls, five-year-old only, down jump, fine decoration, transparent north and south",285,20369,non_co_ownership,139.92,duplex,Banlou,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,bottom_floor,9,no,south,no,north,no,no,no,no,4,116.5002678,40.14110993,None,None,FALSE,FALSE
1617,"Fine decoration, good lighting, good ventilation, convenient transportation,",265,21200,co_ownership,125,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,2,top_floor,6,no,south,no,no,no,no,no,no,3,116.2821145,40.61955792,None,None,FALSE,FALSE
1618,"This room is full of five and unique, with a transparent layout from north to south, a wide view and plenty of light",249,29038,non_co_ownership,85.75,flat_floor,Banlou,steel_concrete_structure,hardcover,0.333333333,self_heating,elevator,Shunyi,Shunyi_others,1,1,1,top_floor,11,no,south,no,north,no,no,no,no,2,115.8022736,40.30841607,None,None,FALSE,FALSE
1619,The two-bedroom apartment in Oriental Sun City is spacious and comfortable in the north and south.,318,34066,non_co_ownership,93.35,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,4,no,south,no,north,no,no,no,no,2,116.3096158,40.04214939,None,None,FALSE,FALSE
1620,"Only for five years, newly renovated on the middle floor in the middle of the community",252,24806,non_co_ownership,101.59,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,11,no,south,no,north,no,no,no,no,2,116.3704737,39.68220463,None,None,FALSE,FALSE
1621,"Oriental Sun City, Wanqing Garden, two bedrooms with transparent north and south, fine decoration",366,37686,non_co_ownership,97.12,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,middle_floor,4,no,south,no,north,no,no,no,no,2,116.1916446,39.54684065,None,None,FALSE,FALSE
1622,"The only commercial house full of five, formal two-bedroom, middle floor, good lighting and ventilation",247,24691,non_co_ownership,100.04,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,middle_floor,11,no,south,no,north,no,no,no,no,2,116.0478994,40.05917616,None,None,FALSE,FALSE
1623,"Upper and lower duplex residences in Shuangyang South District, the only one in five",287,20681,non_co_ownership,138.78,duplex,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,1,1,2,top_floor,6,no,south,no,north,no,no,no,no,3,115.7605822,40.21497771,None,None,FALSE,FALSE
1624,"Only for five or more years, finely decorated, sincerely issued by the owner, and can sign at any time",412,30883,non_co_ownership,133.41,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,self_heating,elevator,Shunyi,Shunyi_others,1,1,2,high_floor,12,no,south,no,north,no,no,no,no,4,116.3036286,40.09354449,None,None,FALSE,FALSE
1625,"Fine decoration, three bedrooms, two bathrooms, double south bedrooms, accepting room changes, convenient for inspections",310,22901,non_co_ownership,135.37,flat_floor,No_data_yet,steel_concrete_structure,others,0.5,no_data_yet,no_data_yet,Shunyi,Shunyi_others,2,1,2,high_floor,11,no,south,no,north,no,no,no,no,3,116.935253,40.35944407,None,None,FALSE,FALSE
1626,Oriental Sun City finely decorated 2 bedrooms and double bathrooms with bright bathroom,405,32223,non_co_ownership,125.69,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,1,1,2,middle_floor,6,no,south,no,north,no,no,no,no,2,115.727748,40.45622623,None,None,FALSE,FALSE
1627,"The only two-bedroom apartment in Shuangyang South District over five years, with floor-to-ceiling windows for sale sincerely, convenient for viewing",210,25156,non_co_ownership,83.48,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.1016317,40.29499679,None,None,FALSE,FALSE
1628,"The first group construction, in 2012, the community, with elevator, slab building",280,31306,non_co_ownership,89.44,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,self_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,12,no,south,no,north,no,no,no,no,2,116.2079825,39.32810102,None,None,FALSE,FALSE
1629,"Lixi Garden three-bedroom apartment with five bedrooms, the only large living room with transparent north and south",405,30502,non_co_ownership,132.78,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,2,top_floor,6,no,south,no,north,no,no,no,no,3,116.710281,39.47766017,None,None,FALSE,FALSE
1630,Contact us in advance for the three-bedroom house inspection in Lixi Garden,350,26476,non_co_ownership,132.2,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,1,low_floor,6,no,south,no,north,no,no,no,no,3,115.5340032,40.2073663,None,None,FALSE,FALSE
1631,"This house has been used for five years, and the owner’s family has this house in Beijing",283,29696,non_co_ownership,95.3,flat_floor,Banlou,mixed_structure,others,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,low_floor,11,no,south,no,north,no,no,no,no,2,115.6104771,40.81238649,None,None,FALSE,FALSE
1632,"2nd floor, price can be negotiated, sold sincerely, not rented out, commercial housing in 2003",250,28012,non_co_ownership,89.25,flat_floor,Banlou,mixed_structure,hardcover,0.5,no_data_yet,no,Shunyi,Shunyi_others,1,1,1,middle_floor,5,no,south,no,north,no,no,no,no,3,116.6855003,39.28564989,None,None,FALSE,FALSE
1633,Shunxin Huayu South-north transparent elevator bungalows have good two-bedroom floors,350,37290,co_ownership,93.86,flat_floor,banta_combination,mixed_structure,others,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,10,no,south,no,north,no,no,no,no,2,116.5282569,39.35970698,None,None,FALSE,FALSE
1634,Shunxin Huayu Two-bedroom Real Estate Certificate Fully Five Years Owner Occupied,345,36478,non_co_ownership,94.58,flat_floor,Banlou,mixed_structure,simple_decoration,0.666666667,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,9,no,south,no,north,no,no,no,no,2,116.4157023,39.28964358,None,None,FALSE,FALSE
1635,"Blue Coast Resort Phase V, four bedrooms, four bathrooms, well-decorated and well-decorated houses for sale, the only one",830,32612,non_co_ownership,254.51,flat_floor,No_data_yet,steel_concrete_structure,hardcover,1,central_heating,no_data_yet,Shunyi,Shunyi_others,2,1,4,top_floor,3,no,south,no,north,no,no,no,no,4,116.4466082,40.1892428,None,None,FALSE,FALSE
1636,The landlord of the first phase of the French-style frontier decoration of the Blue Coast Residence is sincerely sold,1270,35335,non_co_ownership,359.42,duplex,No_data_yet,unknown_structure,hardcover,1,no_data_yet,no_data_yet,Shunyi,Shunyi_others,3,1,3,bottom_floor,3,east,south,west,north,no,no,no,no,5,116.2373453,40.93202547,None,None,FALSE,FALSE
1637,Shunxin Huayu top floor duplex self-occupation decoration,630,40698,non_co_ownership,154.8,duplex,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,3,top_floor,5,no,south,no,north,no,no,no,no,4,116.6916226,40.43114303,None,None,FALSE,FALSE
1638,"MOMA Wan Wan Shu 6 Room 3 Hall Southeast, Northwest, Northwest",2750,70746,non_co_ownership,388.72,duplex,No_data_yet,steel_concrete_structure,hardcover,1,self_heating,no,Shunyi,Shunyi_others,3,2,8,bottom_floor,2,east,south,west,north,no,no,no,no,6,115.8514562,39.24955233,None,None,FALSE,FALSE
1639,"Shangfeng No. 1 commercial office, can register for office, check the house at any time",325,31164,co_ownership,104.29,flat_floor,tower,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,17,no,south,no,no,no,no,no,no,3,115.3378736,39.67156386,None,None,FALSE,FALSE
1640,A well-decorated apartment on the top floor of Oriental Sun City Phase III,900,51435,non_co_ownership,174.98,duplex,Banlou,mixed_structure,hardcover,1,central_heating,elevator,Shunyi,Shunyi_others,2,1,3,top_floor,6,no,south,no,north,no,no,no,no,5,115.3802524,39.97321668,None,None,FALSE,FALSE
1641,Caifen North District 3 Room 1 Hall North and South,330,30870,non_co_ownership,106.9,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,116.469543,39.26715335,None,None,FALSE,FALSE
